Id,Sentiment
326,1
8331,1
2698,0
5461,1
2586,2
1618,1
12235,0
6201,1
7355,1
10180,0
14631,0
5976,1
14488,0
10281,0
2275,0
12566,0
6748,1
12028,0
7681,1
879,0
7112,0
2549,1
5035,1
7156,1
9176,2
2413,0
2617,1
7958,1
13455,0
5673,1
6254,1
4127,2
6574,2
2662,0
14609,0
4572,0
4075,1
4425,0
12851,0
12117,0
9179,1
7613,1
363,1
14884,0
3113,2
5448,0
4597,0
11052,0
12207,0
9023,1
11200,0
13077,0
13518,0
9828,0
6443,1
8958,0
13084,0
862,0
3415,1
8316,1
8308,2
5524,1
6938,1
831,1
1846,1
10745,0
10221,0
6714,1
13477,0
11555,0
4656,1
8158,1
6643,1
2494,0
9919,2
2890,2
7868,0
6128,1
11263,1
10375,0
13870,0
7576,1
4604,2
6804,1
10757,0
905,0
10003,0
1740,1
11684,0
1899,0
3134,0
1844,0
13277,0
2284,0
12887,2
5116,1
12776,0
1214,1
9099,0
3888,0
13995,0
5921,1
4779,0
14152,0
3295,0
4720,0
13422,0
13196,0
1501,2
3896,0
9,0
281,0
9943,1
12986,0
11591,0
1602,0
12318,0
4041,1
13415,0
13487,0
9047,1
2996,1
11190,0
1733,0
8296,1
6235,1
9968,1
1314,2
5784,1
13587,0
11922,0
12657,0
8517,1
7987,2
3256,2
11445,0
3352,1
13924,0
12392,0
2741,2
3901,0
9045,1
4843,0
9126,1
13636,0
9156,0
14712,0
4946,0
191,2
7512,1
11384,0
8182,1
12596,0
8990,0
2156,0
12436,0
12387,0
10171,0
3376,0
14173,0
7171,1
13920,0
348,0
2079,0
7127,1
10165,0
9805,2
3565,0
48,0
7252,0
2854,1
7984,2
10438,0
2748,2
11657,0
13168,0
14967,0
11248,0
458,1
1583,0
1454,0
4299,2
12601,0
5388,1
566,1
2023,1
3694,0
476,1
12243,0
7601,1
10346,0
6553,1
11382,0
9632,0
9497,1
2397,0
4684,0
2400,0
10397,0
14186,0
8905,0
5157,1
852,0
3007,1
14960,0
12446,0
10871,0
9948,1
9688,1
13360,0
7071,1
10042,0
266,1
5966,1
13606,0
11253,0
11817,0
3713,1
13349,0
1584,0
12703,0
5439,1
10265,0
3048,0
10811,0
156,0
1143,2
5973,0
3168,2
14103,0
6421,1
4510,1
7189,2
1615,1
11345,0
4045,1
10880,0
4645,1
4281,0
4501,0
652,1
14581,0
14970,0
12162,0
14666,0
3588,0
1837,0
12309,0
14673,0
1896,0
1335,0
8420,1
11975,0
528,2
6534,0
2967,2
4679,1
6730,2
8223,1
13860,0
3684,1
1266,2
6304,1
12171,0
10168,0
5764,1
11688,0
8326,1
14836,0
12498,0
2845,0
11594,0
3948,0
4053,0
785,0
11034,0
9443,1
4744,0
5169,0
8175,1
1597,1
9835,1
1174,2
1760,1
11794,0
13317,0
13182,0
14407,0
11192,0
206,0
11303,0
7001,0
13087,0
11639,0
10303,0
12205,0
11444,0
13890,0
2835,2
14795,0
14185,0
289,0
9599,1
12856,2
13624,0
8286,1
8963,1
649,1
13417,0
2346,0
11493,0
3594,0
6256,2
2229,2
2715,0
1334,0
12577,0
7932,1
14236,0
12084,0
3265,0
5907,1
891,1
7120,1
1015,2
7812,0
5420,1
8587,1
10556,0
5143,2
6861,1
4098,0
1534,0
5111,1
2593,0
8523,1
12706,0
3783,0
1616,0
9458,1
1071,0
1895,0
9947,2
8487,1
13782,0
82,2
7968,1
956,0
5742,1
13007,0
12366,0
2882,0
2535,1
5440,0
12438,0
2285,1
4313,1
9508,1
330,0
3300,0
4491,0
522,0
3880,0
9510,2
638,1
14234,0
1514,0
4095,0
5540,2
10648,0
4889,1
12930,0
1377,2
14921,0
5027,2
12912,0
5908,2
6621,1
5299,1
3435,2
12408,0
2128,0
8892,2
4083,0
3761,0
14177,0
12469,0
10514,0
7941,1
430,0
10772,0
5896,2
502,0
9157,1
4664,0
3329,1
13429,0
14763,0
12998,0
1439,0
1113,2
10228,0
14692,0
11228,0
14722,0
4541,0
7243,1
8574,1
4513,0
1144,0
13036,0
12538,0
2919,1
763,1
13308,0
4995,0
11083,0
8234,1
3683,0
11844,0
6441,1
337,0
263,2
1023,0
7009,1
10334,0
8813,1
6780,0
13029,0
314,2
14507,0
12997,1
2058,0
6252,1
3915,1
13301,0
92,0
2173,0
14353,0
6146,1
7381,1
12134,0
8260,1
5254,1
6659,0
415,1
838,0
3398,1
10838,0
10056,0
9635,1
11094,0
14411,0
6662,1
13935,0
14485,0
11319,0
13845,0
10967,0
4267,0
11456,0
10574,1
1370,2
10041,0
7761,1
14740,0
7471,1
13791,0
4711,2
12909,0
8567,0
9338,0
13721,0
14650,0
10460,0
12259,0
11021,0
7656,1
11503,0
13940,0
2597,0
11855,0
12310,0
11178,0
7541,0
10815,0
8281,1
6351,1
4035,0
8288,1
6742,1
11470,0
11218,1
10958,0
9826,1
14344,0
13843,0
5551,1
7551,0
6375,1
7850,1
2668,0
11674,0
5584,2
8467,2
3902,2
13888,0
1712,0
5366,1
4318,0
14505,0
2630,0
5944,1
3602,2
3099,1
8944,1
163,1
11559,0
4873,1
12948,0
11606,0
8880,1
11569,0
13048,0
3037,2
9941,1
3249,0
5675,0
8324,2
4874,1
2366,2
3379,0
464,0
10685,0
14632,1
10752,0
893,2
12846,0
9197,1
9181,1
9636,0
2542,0
951,0
3688,2
1349,2
9275,2
4342,0
961,0
4519,1
2193,0
10836,0
8562,1
1828,0
13050,0
3154,0
3963,0
7910,1
6480,0
6140,1
2803,0
898,1
14686,0
6341,1
10108,0
9552,1
912,0
12439,0
2085,0
7266,1
11234,0
14713,0
1302,2
7714,2
1310,2
11350,0
5134,1
740,0
8419,1
12541,0
8495,0
10690,0
3234,0
10502,0
5189,1
13613,0
1764,2
13736,0
11442,0
8575,1
2682,1
10883,0
12379,0
9299,1
2793,1
5743,1
1591,0
6749,1
105,0
1034,0
3402,1
3079,0
11692,0
6004,1
2760,0
6993,1
10789,0
11949,0
7494,1
5001,1
9439,0
12076,1
827,1
7493,0
2710,2
745,0
6875,2
3378,0
7324,1
11467,0
9583,0
756,0
9026,1
4240,1
9474,1
2596,1
7983,1
6279,1
7922,0
929,1
12517,0
5889,2
1468,0
3221,1
5542,1
14493,0
11101,0
12361,0
2610,0
1312,0
5874,1
4118,0
10301,0
2961,0
13666,0
2587,0
14841,0
67,0
5530,1
8482,1
7971,1
9039,1
10936,0
4373,0
2308,0
671,0
3108,1
11718,0
2333,0
6957,1
6664,1
7771,1
1811,0
12879,0
4845,0
10226,0
11801,0
8202,1
924,1
5948,1
11457,0
10294,0
11414,0
7481,1
12220,0
10912,0
4643,0
1840,0
9772,0
6746,2
10415,0
13026,0
12586,0
13865,1
13242,0
12663,2
4988,0
9316,1
4049,0
1585,0
13350,0
5029,1
11741,0
8792,1
7779,1
2486,0
1513,0
58,0
3890,0
6500,1
9594,1
13186,0
4695,0
14957,0
12813,0
10500,2
5013,2
8859,1
6486,0
9311,1
3311,0
3335,0
14907,0
3867,0
10372,0
3626,0
8073,1
2471,0
9752,0
7081,1
7385,2
4159,0
4910,0
8662,1
101,1
7287,0
3459,0
1542,0
9660,1
14620,0
14194,0
13836,0
5903,1
2539,0
1272,0
14711,0
4615,0
9619,1
2908,1
6653,2
13569,0
3044,0
1073,0
9499,1
13705,0
6318,1
11132,0
13716,0
10498,0
8345,1
4472,2
10675,0
8844,1
5204,2
6859,1
13310,0
4618,0
7259,2
11443,0
9379,1
12571,0
8123,1
7284,1
6724,2
13138,0
9520,1
12337,0
1057,1
11002,0
9961,2
1248,2
1412,2
8047,1
10773,0
9399,0
14923,0
1925,1
12764,0
5830,1
13779,0
14549,0
8622,1
13428,0
5233,1
14169,0
13009,0
5769,1
10791,0
11721,0
1564,2
13361,0
70,0
490,0
4512,0
13537,0
8125,1
14862,0
1976,0
7754,2
7241,2
4839,1
6081,1
9281,1
4833,1
5181,1
6717,0
5997,1
85,2
5560,0
11129,0
3816,0
13143,0
13694,0
14382,0
2550,2
6665,1
673,2
7153,1
11619,0
5912,1
520,1
5688,1
5261,1
10225,0
3806,1
3461,0
6498,2
8572,1
816,0
7668,1
14247,0
7511,1
14766,0
477,0
8838,1
12131,0
1285,0
6494,0
14455,0
5884,1
8258,1
4540,2
5991,0
10581,0
11195,0
4869,0
12393,0
7231,1
4887,0
10725,0
2106,0
273,1
2558,0
2304,0
7418,2
8896,1
14143,0
4400,1
9135,1
12270,0
6197,1
2382,0
14079,0
13821,0
6311,1
6211,2
2469,1
2348,0
2278,0
12594,0
1193,1
1469,0
11598,0
9155,1
10077,0
7707,1
13149,0
9450,0
13201,0
9661,1
1515,0
5012,2
4088,0
8870,0
825,0
5593,1
6532,1
11426,0
12804,0
6296,1
10151,0
717,0
917,0
5684,2
8478,1
13759,0
278,0
2876,0
6674,1
6242,1
1711,0
268,0
6226,1
14643,0
10270,0
690,0
14200,0
5382,0
7195,0
2319,0
4573,0
7392,1
10550,0
4863,0
8693,2
11879,0
11374,0
13059,0
181,1
13333,0
6612,1
2606,0
7074,1
9336,0
9055,1
14042,0
6117,1
875,2
1206,2
10913,0
6150,1
7822,1
12900,0
13106,0
6424,1
12286,0
9865,2
10201,0
9918,2
453,0
2351,0
9269,1
3433,0
14321,0
13402,0
3636,0
7469,1
10224,0
559,0
10613,0
6631,1
240,1
11563,0
9518,1
4058,0
5226,2
2389,0
13479,0
14347,0
7618,2
2679,0
13535,0
4642,0
10628,0
14920,0
10154,0
5159,1
3006,0
5131,1
443,0
5835,2
14528,0
1688,0
14975,0
14899,0
5736,2
8493,2
4381,2
4316,2
12500,0
11029,0
5748,1
1667,0
9224,1
5476,0
4675,0
10244,0
1796,0
9313,2
7652,0
2701,1
4564,0
14627,0
7067,0
4786,1
7682,1
13852,0
12144,0
11344,0
14021,0
9591,1
14787,0
9427,1
12987,0
2364,0
2655,1
10260,0
11757,0
7206,2
4824,2
11894,0
13097,0
1183,1
1354,0
3445,0
957,0
2852,0
1341,2
14408,0
8780,0
3572,1
2816,0
12524,0
14497,0
2791,0
14902,0
10249,0
3075,0
10567,0
13578,0
6623,1
4292,0
6558,1
1881,1
14330,0
7116,1
3065,0
10136,0
14000,0
11423,0
13637,0
10964,0
11349,0
13303,0
3983,0
14187,0
3845,0
12905,0
6164,0
6670,1
9144,1
9544,0
10098,0
13798,0
1291,2
7935,1
11280,0
14257,0
14866,0
8874,1
13166,0
9821,1
2138,1
10827,0
8181,0
12002,0
7687,0
4947,0
14809,0
9366,1
1851,0
11841,2
12661,0
1491,0
10610,0
2127,1
5747,0
11553,0
14116,0
3958,0
2457,0
6072,1
11970,0
14916,0
3251,0
1056,1
7244,1
12394,0
8334,1
12649,0
4193,1
9944,1
5487,1
3529,1
9335,1
14056,0
406,0
7997,2
12252,0
14758,0
3956,0
3743,1
14529,0
12418,0
1090,0
4821,1
7496,0
106,0
1898,0
9779,2
2963,0
14674,0
470,0
9815,2
1002,0
3898,0
1824,0
13627,0
12169,0
5168,2
1763,0
6778,2
523,1
5471,1
8192,1
1838,2
7872,1
11505,0
13287,0
12600,1
9182,1
10844,0
11803,2
6350,1
2983,0
4482,0
1095,1
13466,0
12755,0
5300,2
1166,0
3119,0
10258,0
7525,1
13822,0
2666,2
11450,0
1111,0
10430,0
11938,0
3192,0
14447,0
13570,0
394,2
3752,1
12050,0
9503,0
2082,0
4358,1
14984,0
8432,1
8230,2
6017,1
2976,0
14859,0
6786,1
13951,0
2006,0
14157,0
4153,0
13215,0
2922,0
14894,0
8855,1
12797,0
14358,0
317,1
14427,1
4487,0
9468,1
379,1
269,0
2181,0
840,0
3033,1
4374,1
8329,1
9344,1
4202,0
12166,0
1205,0
11212,0
12551,0
6950,1
6821,1
14871,0
5221,1
4708,2
6685,1
8738,1
11699,0
9966,2
11032,0
7861,1
14352,0
12137,0
13689,0
7804,1
1774,0
8425,2
2150,0
14645,0
11893,0
12044,0
11781,0
4282,2
10729,0
5396,0
6088,2
6425,2
12881,0
3196,0
4637,2
10714,0
5669,0
6589,1
14218,0
13746,0
11147,0
13567,0
2342,0
8784,1
4924,0
469,0
1025,1
14950,0
1131,1
13142,0
9309,2
6508,1
1600,0
2011,2
11474,0
3145,1
9783,1
6964,1
9279,0
11605,0
9479,1
12410,0
1490,1
9545,1
6401,1
12790,0
10697,0
9384,1
6274,1
9960,1
878,1
2520,0
12454,0
6874,1
10539,0
6079,1
5249,0
12891,0
7395,1
14367,0
12744,0
5094,1
8654,0
623,0
6394,1
10454,0
13944,0
12707,0
6925,1
7062,1
931,2
5775,1
2619,0
6137,1
6756,2
2136,1
8811,1
4137,1
4094,0
4905,0
10746,0
817,0
7699,1
10983,0
3094,0
7011,0
8831,1
1832,1
13008,0
14548,0
204,0
6940,1
2211,0
1782,0
8148,0
13547,0
14700,0
5564,2
9337,1
7657,1
2435,1
14258,0
12647,0
2675,0
3532,0
10008,0
4666,0
1151,0
8796,1
1814,0
11287,0
1679,0
8584,1
6915,0
1886,0
9572,1
77,0
2704,0
12852,0
3341,0
13319,0
10036,0
8380,2
10924,0
8550,0
9932,1
11570,0
3939,2
192,1
12544,0
10251,0
14527,0
6403,1
7641,2
452,0
4582,0
9586,1
14874,0
3643,0
483,1
2419,1
4855,1
8909,1
8772,0
1823,1
5654,1
6959,1
13062,0
8236,1
6202,1
13999,0
14900,0
7838,1
8455,1
10681,0
12082,0
1826,0
4020,2
4390,0
6886,1
4943,1
14132,0
1627,0
7489,0
12894,0
12355,0
12849,0
12222,0
4116,0
6075,1
1912,0
1147,0
9263,1
14114,0
380,0
9401,0
3820,2
744,0
3321,0
12447,0
2215,1
7135,1
7086,2
9035,1
8054,1
7065,1
2083,0
13991,0
7645,1
695,1
261,0
4486,0
10227,1
10212,0
5970,0
8898,1
1105,0
6139,1
10001,0
11269,0
3725,0
9361,0
9278,1
7690,1
6223,1
12690,0
6518,0
5281,1
7148,1
4726,1
5020,1
5179,1
12267,0
6669,1
1161,0
4717,2
14309,0
3473,0
854,0
9929,1
8846,1
475,1
12575,0
512,0
8459,1
3367,1
4980,1
4022,1
8060,1
6002,2
2633,1
8305,1
1792,1
2631,1
1075,0
14821,0
2948,0
2363,0
6576,1
8026,1
8743,0
4335,0
10670,0
10198,2
9561,1
3827,0
1004,2
10522,0
14732,0
3488,0
13251,0
5860,1
14730,0
10401,0
9112,1
11186,0
6082,2
8816,1
1346,0
1297,0
8568,1
11073,0
3071,0
10289,0
8577,2
9522,0
7417,0
6759,1
6788,1
9915,1
9787,0
10130,0
11270,0
3286,1
1959,0
12096,0
2244,0
167,1
10256,0
1133,2
9127,1
4765,0
1790,0
9557,2
9831,2
13800,0
14714,0
9778,2
11623,0
3785,0
8071,1
2773,0
1481,2
4166,0
9858,1
958,2
7887,2
6044,1
10553,0
5789,1
14976,0
7201,0
3090,1
935,0
685,0
11219,0
13762,0
1698,2
4856,0
7248,1
771,0
7133,1
12832,0
5642,1
4661,2
3714,0
6610,1
2186,0
13691,0
5950,2
4651,2
13632,0
5244,1
11509,0
12958,0
13282,0
7969,0
3444,1
104,0
14004,0
13742,0
10337,0
8353,1
8249,1
14182,0
7212,1
13120,0
1110,0
7662,1
139,1
2736,2
5983,1
5098,0
4194,0
10117,0
11843,0
2249,0
14925,0
7904,1
11956,0
9073,2
12211,0
5627,1
1871,1
3109,0
13390,0
305,0
10509,0
5201,1
6090,1
10769,0
7329,0
3767,0
11727,0
14869,0
6980,1
3307,0
9221,1
249,0
4660,0
8204,2
5418,1
10986,0
2269,1
5255,1
5033,1
10543,0
7571,0
2524,0
9735,0
11854,0
10879,0
10763,0
12472,0
6192,1
5567,1
4272,2
1496,0
3322,1
2253,2
14101,0
3717,1
9449,1
12591,0
11913,0
4849,0
9091,1
12462,0
3343,2
3882,0
8254,0
6181,0
3742,2
13500,0
3585,0
7810,1
13228,0
9459,0
11773,0
3746,2
8152,1
6580,1
9161,1
11541,0
8235,1
5167,1
4108,0
1956,1
9022,1
4,0
7413,1
4340,0
4989,0
4743,0
6032,1
595,2
950,1
13139,0
8156,1
12190,0
13374,0
10034,0
10720,0
13432,0
11738,0
9005,1
12722,0
13757,0
13708,0
10213,0
14397,0
10699,0
6023,1
12674,0
12265,0
4832,0
1028,2
11931,0
5018,1
8315,1
14654,0
9773,2
5005,2
5294,1
11766,0
724,0
14156,0
6697,2
3140,0
8629,1
9766,1
9957,2
5064,1
12101,0
3856,2
12609,0
10728,0
13174,0
7859,1
14709,0
11872,0
9454,1
3226,0
7058,2
12473,0
6626,2
1936,0
14342,0
6402,0
4634,0
12747,0
11290,0
1633,2
2932,1
4429,0
3385,0
9358,1
4172,0
9032,0
6608,1
11775,0
8368,1
6083,0
14123,0
5536,0
4377,0
5084,1
6312,0
11125,0
8676,2
7012,1
12548,0
8167,0
1261,0
1941,0
4493,1
11335,0
1986,2
4933,0
1949,0
1647,2
417,0
5078,0
3875,2
1096,0
7995,1
4628,0
4704,1
1355,2
12598,0
1952,0
11036,0
12670,0
8786,1
4473,0
13816,0
10378,0
196,1
1450,0
7386,1
1554,0
684,0
6720,1
9716,1
8008,0
9698,1
12692,0
7734,0
13654,0
10856,0
1854,2
9797,1
4784,0
2254,0
7611,1
14098,0
3499,0
4818,1
14117,0
542,0
6681,0
13925,0
1560,1
7650,1
3093,0
4458,0
2401,2
4944,1
10671,0
8092,1
12070,0
4663,2
12232,0
13897,2
10674,0
9457,1
7454,0
12763,0
11698,0
550,0
3271,2
9270,1
2883,0
11861,0
13648,0
8109,2
10893,0
2972,2
6464,1
14520,0
13823,0
12882,0
4040,0
14678,0
12991,0
9982,1
7247,1
4549,0
9184,1
2043,0
1907,1
2776,0
10223,0
11958,0
2048,2
13854,0
12836,0
8129,1
12907,0
633,0
14147,0
7743,0
3926,2
13037,0
3716,0
12880,0
5023,0
12773,0
14635,0
6474,0
423,0
6762,0
5166,1
12445,0
14029,0
9183,1
1646,0
2702,1
12587,0
10102,0
13707,0
11229,0
12599,0
2604,0
10950,0
7978,1
7157,2
8589,1
5628,2
12593,0
12983,0
2884,0
5432,2
3680,0
9741,0
7919,2
13577,0
13265,0
3654,2
2645,0
11050,0
8440,1
13969,0
9333,1
5690,1
2147,0
11960,0
658,0
6492,1
1696,2
12312,0
14471,0
1736,1
10135,0
14256,0
13365,0
2956,0
11183,0
2589,0
13592,0
9554,1
12033,0
573,2
14285,0
821,0
3849,0
1631,1
7646,1
12373,0
13985,0
12150,0
6158,1
14255,0
12864,0
4546,1
12582,1
8252,1
7507,1
7277,1
10120,0
2210,0
6291,1
8306,1
7860,1
5024,1
2612,2
8828,1
6805,1
5316,0
135,0
6029,1
11182,0
11406,0
9290,2
1725,0
14754,0
9343,1
2199,2
6791,2
2459,0
927,1
4566,0
9907,1
4710,0
1184,0
5115,1
11370,0
5247,1
442,0
4937,0
6121,1
10897,0
3878,0
5397,1
14541,0
14120,0
12398,0
12271,0
5844,0
9083,1
14467,0
4321,2
2426,0
13210,0
3864,1
650,0
7724,2
3070,1
4158,1
8490,1
7102,1
11314,0
14838,0
10338,0
1508,2
2838,1
4561,0
9257,0
4245,0
12257,0
5522,1
4569,2
7844,1
12688,0
1070,0
246,0
6054,2
3589,2
12332,0
3117,0
12533,0
8704,1
9150,1
8189,1
1282,2
11468,0
6180,2
12737,0
9507,0
9129,1
9322,1
29,0
14508,0
3941,1
7803,1
264,1
8630,1
12364,0
4639,0
7577,0
12069,0
1240,0
12618,0
14366,0
9069,2
5474,1
41,0
7773,1
14172,0
178,2
6011,2
300,2
8272,2
12980,0
3123,0
14819,0
6755,1
5670,0
12217,0
8402,1
3946,0
1590,0
5750,1
3304,2
14663,0
11964,0
5073,1
11784,0
591,1
8221,2
3160,0
8812,1
1462,0
222,2
4232,0
224,1
10467,0
5462,2
5195,1
12168,0
8627,2
1662,0
8747,1
11586,0
2726,0
6384,0
8431,1
12314,0
14259,0
14753,0
1336,0
10664,0
4076,2
10222,0
2092,0
8185,0
5936,1
12509,0
3641,2
5326,2
6971,2
13579,0
5741,1
1984,0
12433,0
14390,0
11976,0
13497,0
8004,1
10576,0
11424,0
1630,0
9827,1
7858,0
9317,1
11375,0
9470,1
1190,0
9330,0
13774,0
4641,2
7295,0
1136,2
13912,0
11516,0
13124,0
1982,0
4531,0
8293,1
2158,0
6162,1
3285,0
2973,0
4291,0
5381,0
4067,1
12857,0
12026,0
8516,2
4789,1
11866,2
14811,0
7363,1
10293,0
8299,2
370,1
11916,0
9547,1
7874,1
9086,1
4913,0
2368,2
11770,0
12536,0
14468,0
6560,0
5644,1
1010,0
13646,0
4996,1
12684,1
9292,1
3613,1
12874,0
12315,0
8691,0
5037,2
13685,0
3645,2
11612,0
1171,2
7124,1
5289,1
8191,1
9866,0
6454,1
10778,0
13778,0
5194,1
7475,1
2964,0
13179,0
13269,0
14870,0
12603,0
5498,0
6306,1
1315,0
8538,2
10261,0
1865,0
14100,0
5063,1
8940,2
7742,2
4925,0
9148,1
8284,1
9709,1
2537,0
4417,2
12740,0
14318,0
1661,2
10183,0
6028,1
3305,0
11669,0
4130,0
5577,1
3844,2
3072,1
13304,0
3487,2
920,1
1969,1
14606,0
468,2
4063,0
11517,0
1046,0
7630,1
14265,0
6049,1
12422,0
6550,1
10455,0
1818,2
808,0
299,0
1666,0
13850,0
4578,2
8602,1
8283,1
11074,0
7467,0
14880,0
10101,0
2877,1
4966,0
2952,0
8986,2
6382,1
10599,0
173,0
10977,0
10282,0
164,0
6825,1
8661,1
7016,1
3349,0
6997,1
13389,0
9981,1
3147,2
6481,1
5943,1
7746,1
10403,0
11502,0
4144,0
12413,0
2152,0
2068,1
9703,0
571,0
13714,0
14099,0
6809,0
5993,1
3921,1
8879,2
13212,0
1284,2
13423,0
561,2
5656,1
7559,1
9885,1
4904,2
13751,0
12477,0
14206,0
7262,1
14404,0
9717,1
2603,0
865,0
11835,0
2566,1
220,1
98,1
8201,1
10713,0
9236,1
8214,2
3551,2
2918,0
9707,1
14350,0
6419,1
3287,0
7375,1
12250,0
13584,0
646,2
1404,1
10900,0
1654,0
11438,0
3690,0
13359,0
6901,1
6288,1
5378,2
2387,0
8950,1
5597,0
8544,1
13663,0
8612,1
205,0
9123,1
11398,0
3749,1
11085,0
7224,2
424,0
14726,0
11904,0
11434,0
1124,0
2350,1
3739,0
10707,0
8522,0
5958,1
8461,1
2484,2
4879,0
2855,0
7354,0
14085,0
5531,1
6587,1
8694,2
9641,1
9412,1
3700,0
10268,0
14368,0
146,0
13698,0
11811,0
6564,1
10474,0
13356,0
7753,0
5322,1
8231,1
4224,0
8570,1
12280,0
2359,0
9006,2
6642,0
3187,0
5518,2
925,0
12760,0
8098,1
1191,0
11948,0
8099,0
397,2
6380,1
7316,1
5519,1
8598,2
2629,0
7361,1
4032,0
4239,1
9196,2
6501,1
6174,2
4441,0
5720,0
1218,1
