Id,Sentiment
326,2
8331,0
2698,0
5461,1
2586,2
1618,1
12235,0
6201,1
7355,1
10180,0
14631,0
5976,1
14488,0
10281,0
2275,0
12566,0
6748,1
12028,1
7681,1
879,0
7112,0
2549,0
5035,2
7156,1
9176,1
2413,0
2617,2
7958,2
13455,0
5673,1
6254,2
4127,2
6574,2
2662,0
14609,0
4572,0
4075,1
4425,0
12851,0
12117,0
9179,1
7613,1
363,0
14884,0
3113,2
5448,0
4597,0
11052,0
12207,0
9023,2
11200,0
13077,0
13518,0
9828,0
6443,1
8958,0
13084,0
862,0
3415,2
8316,1
8308,1
5524,2
6938,1
831,2
1846,1
10745,0
10221,0
6714,1
13477,0
11555,2
4656,1
8158,2
6643,2
2494,0
9919,2
2890,0
7868,0
6128,1
11263,0
10375,0
13870,0
7576,0
4604,1
6804,1
10757,0
905,0
10003,0
1740,2
11684,0
1899,0
3134,0
1844,0
13277,0
2284,0
12887,0
5116,0
12776,0
1214,1
9099,0
3888,0
13995,0
5921,1
4779,0
14152,0
3295,0
4720,0
13422,0
13196,0
1501,2
3896,0
9,0
281,0
9943,1
12986,0
11591,0
1602,0
12318,0
4041,1
13415,0
13487,0
9047,1
2996,1
11190,0
1733,0
8296,1
6235,1
9968,0
1314,0
5784,2
13587,0
11922,0
12657,0
8517,1
7987,2
3256,0
11445,0
3352,2
13924,0
12392,0
2741,0
3901,0
9045,1
4843,0
9126,1
13636,0
9156,0
14712,0
4946,0
191,2
7512,1
11384,0
8182,1
12596,0
8990,2
2156,0
12436,0
12387,0
10171,0
3376,0
14173,0
7171,2
13920,0
348,0
2079,0
7127,1
10165,0
9805,1
3565,0
48,0
7252,0
2854,0
7984,1
10438,0
2748,0
11657,0
13168,0
14967,0
11248,0
458,1
1583,0
1454,0
4299,0
12601,0
5388,1
566,1
2023,2
3694,0
476,0
12243,0
7601,0
10346,0
6553,0
11382,0
9632,0
9497,1
2397,0
4684,0
2400,0
10397,0
14186,0
8905,0
5157,1
852,0
3007,2
14960,0
12446,0
10871,0
9948,1
9688,1
13360,0
7071,1
10042,0
266,2
5966,0
13606,0
11253,0
11817,0
3713,1
13349,0
1584,0
12703,0
5439,1
10265,0
3048,0
10811,0
156,0
1143,2
5973,0
3168,2
14103,0
6421,1
4510,0
7189,1
1615,2
11345,0
4045,2
10880,0
4645,2
4281,0
4501,0
652,1
14581,0
